,result,refined_reviews
209,0,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!"
210,0,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.
211,0,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for."
212,0,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.
213,0,The volume is very low
214,0, 
215,0,Cheap and cheap sound.
216,0,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”."
217,0,Used twice not working!!!!!!!
218,0,This device does not interact with my home filled with Apple devices.  How disappointing!
219,0,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better
220,0,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock."
221,0,"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace."
222,0,Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.
223,0, 
224,0,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.
225,0,I am having real difficulty working with the Echo Dot. Alexi is not very smart. 9 out of 10 questions I have asked I get the &#34;I'm not sure&#34;  Half the time I am still asking the question and Alexi is saying &#34;I'm not sure&#34;. The music is great and works well for that. All in All so far it's been a very frustrating experience.
226,0,"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device."
227,0,Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.
228,0,Echo Dot responds to us when we aren't even talking to it. I've unplugged it. It feels like it's &#34;spying&#34; on us.
229,0,NOT CONNECTED TO MY PHONE PLAYLIST :(
230,0,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.
231,0,I didn’t order it
232,0,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.
233,0,"I am quite disappointed by this product.There clearly is a bug: half of the time I ask for a newsflash, two second after it starts, the whole thing stops and reboots for a couple of minutes. Same goes when I ask to play the radio. Also, many times it get confused when I ask to switch of &#34;the lights&#34;...as other items are also named the same, which is not true. Clearly no AI or natural language, very 'beta' stage still for me. Not impressed!"
234,0,Nope. Still a lot to be improved. For most of the things we ask.. It says.. Hmmmm.. I dont know that.
235,0,"I reached out to Amazon, because the device wanted to sync my phone number but it would not allow because it said my number was already in use.  Customer service couldn't help they basically told me to contact Sprint to assist.  So Echo does the bare minimum without access to my phone for set up, so its kind of pointless to have and pay for."
236,0,I didn't like that almost everytime i asked Alexa a question she would say i dont know that or i havent learned that.
237,0,The volume is very low
238,0, 
239,0,Cheap and cheap sound.
240,0,"For the price, the product is nice quality and has a few nice features. So definitely no complaints there. The reason why I only gave it 3 stars is because the echo dot is not what I thought it was going to be so that may just be buyer error. First, I didn’t know that the product has to be plugged in at all times to work. So I really don’t like that it’s not a stand alone device. Also, the speaker is not very loud so if you are buying it as a Bluetooth speaker, don’t. Lastly, I’m sure the echo dot can do a lot but I haven’t quite figured out how to use it fully but it just kind of seems like an unnecessary device to own, plus setting it up was awful. I would definitely save the money and buy the nicer one that is actually “Alexa”."
241,0,Used twice not working!!!!!!!
242,0,This device does not interact with my home filled with Apple devices.  How disappointing!
243,0,Not all that happy. The speaker isn’t great and for some reason a lot of times when I play music it will start to make some weird noise and just stop. My son has a google home and it is much better
244,0,"When you think about it this really doesn’t do much. Play music, answer stupid questions, finally it was able to hook up to thermostat. I can see why price is dropping like a rock."
245,0,"This worked well for about 6 months but then stopped connecting to the internet (wifi) and none of the trouble shooting efforts worked.  Amazon customer service couldn't help further and told me warranty was only 3 months, which was very disappointing, so they weren't willing to replace."
246,0,Ask it to play Motown radio on Pandora and it keeps asking if I want to add a salsa station. Motown isn’t close to salsa phonetically.
247,0, 
248,0,Sound is terrible. Cannot pair with echo to play simultaneously.  Must upgrade to amazon music if you want to play more than one device at a time.
249,0,I am having real difficulty working with the Echo Dot. Alexi is not very smart. 9 out of 10 questions I have asked I get the &#34;I'm not sure&#34;  Half the time I am still asking the question and Alexi is saying &#34;I'm not sure&#34;. The music is great and works well for that. All in All so far it's been a very frustrating experience.
250,0,"I was really happy with my original echo so i thought I'd get an echo dot to use in my bedroom. I was really disappointed in the audio quality so I connected an external speaker via bluetooth. The audio was much better but I started having problems with it loosing connection with the wifi, presumably due to interference from the bluetooth. Then  I connected a speaker via the auxiliary jack. when i did that, the auxiliary jack picked up interference from the wifi and I was woken up in the middle of the night by a horrible buzzing sound. im hoping Amazon will take this thing back and give me a good deal on an echo spot which I hope will be a better nightstand device."
251,0,Weak sound. Compared to the Google Home Mini the sound is bad. Also you need Prime to have a small selection of music and need prime music to play everything. Also if you get two you need prime family music to play music on both. I think it's lame that you need a family plan to use multiple devices.
252,0,Echo Dot responds to us when we aren't even talking to it. I've unplugged it. It feels like it's &#34;spying&#34; on us.
253,0,NOT CONNECTED TO MY PHONE PLAYLIST :(
254,0,The only negative we have on this product is the terrible sound quality.  A massive difference from the Alexa.  Which to us was a big reason we wanted to purchase this.Won’t be buying another until the speaker and sound quality can improve.
255,0,I didn’t order it
256,0,The product sounded the same as the emoji speaker from five below my sister has ... and even that one has Bluetooth and doesn’t need to be plugged in. The only good thing about this is that you can speak to it.
257,1,Love my Echo!
258,1,Loved it!
259,1,"Sometimes while playing a game, you can answer a question correctly but Alexa says you got it wrong and answers the same as you.  I like being able to turn lights on and off while away from home."
260,1,"I have had a lot of fun with this thing. My 4 yr old learns about dinosaurs, i control the lights and play games like categories. Has nice sound when playing music as well."
261,1,Music
262,1,"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do."
263,1,"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet."
264,1,I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.
265,1,looks great
266,1,"Love it! I’ve listened to songs I haven’t heard since childhood! I get the news, weather, information! It’s great!"
267,1,"I sent it to my 85 year old Dad, and he talks to it constantly."
268,1,I love it! Learning knew things with it eveyday! Still figuring out how everything works but so far it's been easy to use and understand. She does make me laugh at times
269,1,"I purchased this for my mother who is having knee problems now, to give her something to do while trying to over come not getting around so fast like she did.She enjoys all the little and big things it can do...Alexa play this song, What time is it and where, and how to cook this and that!"
270,1,"Love, Love, Love!!"
271,1,Just what I expected....
272,1,"I love it, wife hates it."
273,1,Really happy with this purchase.  Great speaker and easy to set up.
274,1,We have only been using Alexa for a couple of days and are having a lot of fun with our new toy. It like having a new household member! We are trying to learn all the different featues and benefits that come with it.
275,1,We love the size of the 2nd generation echo. Still needs a little improvement on sound
276,1,"I liked the original Echo. This is the same but shorter and with greater fabric/color choices. I miss the volume ring on top, now it's just the plus/minus buttons. Not a big deal but the ring w as comforting. :) Other than that, well I do like the use of a standard USB charger /port instead of the previous round pin. Other than that, I guess it sounds the same, seems to work the same, still answers to Alexa/Echo/Computer. So what's not to like? :)"
277,1,Love the Echo and how good the music sounds playing off it. Alexa understands most commands but it is difficult at times for her to find specific playlists or songs on Spotify. She is good with Amazon Music but is lacking in other major programs.
278,1,"We love Alexa! We use her to play music, play radio through iTunes, play podcasts through Anypod, and set reminders. We listen to our flash briefing of news and weather every morning. We rely on our custom lists. We like being able to voice control the volume. We're sure we'll continue to find new uses.Sometimes it's a bit frustrating when Alexa doesn't understand what we're saying."
279,1,"Have only had it set up for a few days. Still adding smart home devices to it. The speaker is great for playing music. I like the size, we have it stationed on the kitchen counter and it’s not intrusive to look at."
280,1,I love it. It plays my sleep sounds immediately when I ask
281,1,"I got a second unit for the bedroom, I was expecting the sounds to be improved but I didnt really see a difference at all.  Overall, not a big improvement over the 1st generation."
282,1,Amazing product
283,1,"I love my Echo. It's easy to operate, loads of fun.It is everything as advertised. I use it mainly to play my favorite tunes and test Alexa's knowledge."
284,1,Sounds great!! Love them!
285,1,"Fun item to play with and get used to using.  Sometimes has hard time answering the questions you ask, but I think it will be better."
286,1,Just like the other one
287,1,Still learning all the capabilities...but so far pretty pretty pretty good
288,1,I like it
289,1,"She works well. Needs a learning command  for unique, owners and users like. Alexa “learn” Tasha’s birthday.  Or Alexa “learn” my definition of Fine. Etc. other than that she is great"
290,1,The speakers sound pretty good for being so small and setup is pretty easy.  I bought two and the reason I only rate it a 3 is I have followed the instructions for synching music to both units.  I know I've done it correctly but they won't sync.  That was my primary motivation for purchasing multiple units.
291,1,This device is awesome!
292,1,I bought this to compare the speaker quality to our first generation speaker and i like the sound better.  I will ship this to my daughter though because I like the fact that my first generation has a chargeable base that we bought which keeps it more mobile and she needs a better sound than what she has now.
293,1,"Love my Echo. Still learning all the things it will do. Wasn’t able to follow instructions included in the package, but found a great one on U-Tube."
294,1,Speaker is better than 1st generation Echo
295,1,"This thing is way cool!  You should get one.  If you want to be cool, that is."
296,1,"This is my first digital assistant so I'm giving this a good review. Speaker is really good for the cheap price on Prime day. Fun to play with and can be used as an alarm clock (That's what I was going to get in the first place, but I ended up with Echo). If you haven't had a go with one then definitely try it!What I like best is the number of other devices that it can connect with. My purchase came with a Smart Plug for $10 which I connect my lamp to. Alexa, turn of the lights!"
297,1,My husband likes being able to use it to listen to music.  I wish we knew all it's capabilities
298,1,"My Android would not allow Alexa to connect. Fortunately, my sister was here with her Apple cell. After an hour+ tech support fixed the glitches. We are up and running."
299,1,So far so good
300,1,Tried to play certain broadway shows like Camelot and it gives ne the group Camelot.
301,1,Great
302,1,Very satisfied with the Echo. Alexa now controls the lights in my family room and my wife can listen to Jimmy Buffet by just asking Alexa.
303,1,Love my Echo. Still learning how every thing works but having tons of fun.
304,1,I love you so much
305,1,No different than Apple. To play a specific list of music you must have an Amazon of Spotify “plus/prime/etc” account.  So you must pay to play “your” music.  3 stars for that reason.  Everything else is 👍🏻 .
306,1,"Excelente, lo unico es que no esta en español."
307,1,"I'm still learning how to use it, but so far my Echo is great! The sound is actually much better than I was expecting."
308,1,Works as you’d expect and then some. Also good sound quality considering price (70.00 on sale) and features.
309,1,The sound from this Echo 2nd Generation is phenomenal!  Not to mention that I just love Alexa!  She is very helpful.
310,1,like google better
311,1,Just had to have it and now lets play and learn how to get the most out of it.
312,1,Works as advertised. Very easy to setup. Still learning what this can do.
313,1,Great sound and easy to set up.
314,1,"Love Alexa, bought others for friends"
315,1,Love the echo I purchased it for company for my husband he is 83 and Alexa is great all he has to do is say her name and she tells him a joke and plays his favorite songs
316,1,😍
317,1,Love being able to listen to music easily. Still learning all the features available
318,1,"Did t really know what I could use this device for. Used it for a few things, but need an overview"
319,1,Love this just wish it had a built in hub
320,1,I use it primarily to play music.  It works wonderfully!  Still getting used to some of the many things it will do.  Amazon has sent several tips since I got it. Thanks for all your help!
321,1,How easy if was to set up.
322,1,Fast response which was amazing.  Clear concise answers and sound quality is fantastic.  I am still getting used to Alexia and have not usde Echo to its full extent.
323,1,You’re all I need...na na nana!
324,1,Does everything as expected and more.
325,1,"I love my Echo!  Works just like they said it would. I don't have a &#34;smart&#34; home, so I cannot speak about that function, but everything else about it is good."
326,1,Great sound in a small package—easy to set up and use; fun to own.
327,1,Works and sounds great.
328,1,The sound is amazing and many collections of all music
329,1,Setting up
330,1,She doesn’t always listen
331,1,It’s awesome
332,1,"I bought this because it can control fios television. It works well. I’m hoping over time it will do more to control fios. Then I discovered all the other things Alexa can do. Play music you ask for. Great sound from Alexa. Play games. Play radio stations. Play old time radio programs like the Long Ranger. Alexa has many “apps” you can add to her abilities. The other day I played Madlibs. Great fun. Also Alexa can control household appliances. I just purchased Alexa compatible power strips to control lighting, fans and TV components. I’m looking forward to implementing this controll. You can also add other Alexa components to have chosen music to play in all rooms where the components are located."
333,1,The speaker has excellent sound and works perfectly!
334,1,I LIKE IT ALL
335,1,I love it. It does everything
336,1,I was a little nervous when I received my new Echo as I'm not really Tech savvy. I found it a bit intimidating at first but it didn't take me to long to figure it out!! I'm very happy with my purchase and now thinking of adding an echo spot!!!
337,1,I like it and still learning how to use it.
338,1,Great technology!! Can't believe the speaker volume and quality is so wonderful. Wish I had bought another one!
339,1,"I purchased an echo dot for my husband for Fathers Day.  He uses it constantly and after hearing the quality of sound of the Echo (2nd Generation), It was a no-brainer.  Best gift ever!"
340,1,Works fine!!
341,1, 
342,1,Clear music
343,1,"Fun to use, good sound quality"
344,1,The echo works well. I was able to sync it with my other Amazon music devices.
345,1,"Works great, but I don't think Amazon should charge another cent for unlimited music when you 1) Have Prime AND 2) Buy an Echo."
346,1,Already had an Echo Dot. The Echo is even better with fuller sound. Also during setup it now lets phone calls to be made to my contact list which is great!
347,1,The speaker sounds really good
348,1,Good sound works well
349,1,Love it and Alexa. I am not very savvy but support was very helpful and patient.
350,1,"Love it! I was thinking about getting one and when the prime day discount was offered, I could not pass it up! It's fun to ask Alexa to play any song or group and she comes up with a playlist from Amazon Prime Music. You can also connect your iPhone with bluetooth and play music with Pandora or YouTube videos using Alexa as a speaker. I've been having fun asking Alexa different types of questions or for information like weather, news or even the time in other countries. The only downside is if you have limited data on your wifi plan, because Alexa uses burns it up when playing music."
351,1,"We like it all so far, but have a lot to try out yet."
352,1,Love it - am using it strictly for music now and it's great!
353,1,"Love the Echo !!! I love the size, material and speaker quality. I have it hooked up to one light easily and will work on additional lights and thermostat. Next is Echo Dot for bedroom. There is a lot more to do with Echo that you think. Traffic, Weather, Trivia, etc."
354,1,Love it!
355,1,The entire family loves Alexa Echo. She’s now a part of this family.
356,1,"Great fun getting to know all the functions of this product.  WOW -- family fun and homework help.  Talking with other grandchildren,who also have an Echo, is a HUGE bonus.  Can't wait to learn more and more and more"
357,1,Love it!
358,1,"awesome thing, love Alexa"
359,1,It worked exactly as expected and the speaker has great sound. It is perfect for my classroom!
360,1,"LOVE, LOVE this new little gadget.  Has  made our lives so much easier.  it's like having our own personal secretary living here in the home.  We hardly need our CD's anymore, since ALEXA plays everything we need.  Going to get the Alexa DOTS soon for more rooms.  Thanks!!"
361,1,The speaker is of surprising quality. Happy with the purchase.
362,1,Very easy to set up. Works wonderful and I love it!!
363,1,I'm really impressed with the sound quality when playing music from this device.  The bass sounds almost like it's coming from a bigger speaker so props to Amazon.
364,1,"It’s still a great product.But the sound quality does seem worse.Don’t get me wrong. You definitely get used to it within an hour. But it definitely feels like echo gen 1 sound quality was better.Besides that , it’s great.With the addition of being able to play Just over Bluetooth with no WiFi, it’s even better."
365,1,The outlet does not work with it. Was disappointed in that.
366,1,"Great device, responsive and helpful"
367,1,"i liked the sound . what is troubling is that I paid extra money to have access to a million more songs. Sometimes it doesn't work. Ex. Alexa play Italian songs&#34; .don't have or don&#34; t understand. or play the opera Tosca, response &#34;sorry I don&#34;t have that."
368,1,Easy to set up and use. Too bad it has to be plugged in. Would be nice to take it outside and operate on battery and recharged.
369,1,Still learning all the ways to use it.  It is a real hit with my grandkids who ask it to play music and then dance to it.  (5 and 7 yrs).  Very cute.
370,1,"4.5 out of 5 Stars. I generally like this product. Its great at doing what you ask of it like playing music, setting timers, and making calls. Reason why I didn't rate it 5 out of 5 is that sometimes the connection dies and my Echo stops playing music and shows a red ring. Seems to be a connection issue. Overall, great product."
371,1,"Works great, upgraded from echo dot to full size echo, couldn’t be happier!"
372,1,It's Alexa.... what else can you say
373,1,Upgraded from my lilttle echo dot. Happy with sound
374,1,"Excellent product, set up with ease as well."
375,1,I've had the first gen Echo since it first came out and it has worked well for me. I purchased the 2nd gen during Prime Day and so far I'm happy. It seems to have an improved speaker which provides enhanced sound for music and such.
376,1,I love my Echo smart speaker.  I love the volume and clarity.  It was easy to set up.  ITs a wonderful gift for any age.
377,1,wonderful product and fast delivery!
378,1,Initially harder to set up called tech wasn’t that knowledgeable now working great.
379,1,It was very easy to set up and my family love it’s!
380,1,Has great sound and is very responsive my voice and commands.
381,1,How did I live this long without the Echo . You get to enjoy any music style  just my asking Alexa . Going to up-greade to the wireless . Love the Echo . Love you too Alexa .
382,1,Very cool product. Speaker sounds good with my Spotify blasting through it.
383,1,Having so much fun with Alexa. Love being able to listen to music when I’m across the room or busy doing something else.
384,1,"So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well."
385,1,Love our echo
386,1,"I love it,she is very helpful. I use her for remembering things and sleep. You can ask her just about anything. I have only had her for about a week so still learning her."
387,1,"It's better than the 1st gen in every way except for one.  I really miss the ring at the top for volume control.  It was quicker and easier to just grab the top and twist without having to look at the buttons and find the &#34;-&#34; one and press it a few times.  I also wish the bass was a bit better.  All in all, it's a great device and I'm happy with it."
388,1,I love having an Alexa!
389,1,So far I like it 🤓
390,1,I am thoroughly enjoying my Ecoo!  Love to have it read my audiobook to me while in the office and then I can simply open the audiobook on my kindle to continue it when elsewhere. Wonderful for listening to music when not in the mood for a book. Great for setting reminders for myself too and so much more.
391,1,Still love it
392,1,Love it
393,1,"I love the sound quality of this unit, it is a very clear sound."
394,1,I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.
395,1,"I have had for only a week, so I am still learning all that Alexa can do.  It is a learning process.  I love the music I can call up any time.  I listen to podcasts and radio stations.  I have just started keeping shopping lists and grocery lists, which I love.  I don’t have to search for paper and pencil.  Getting time and temperature are great, do not have to wait for weather reports.  The sound is good.  I am not fussy about woofers, tweeters, base , etc.  the Echo is fine for me.  This afternoon I am going to try “dropping in”.on my son when he gets home.  Going to surprise him."
396,1,"Great sound quality, great features, great product. Multi room music is very cool."
397,1,Cool
398,1,Everyone should have an Echo or two or three or more. I bought my Echo through QVC.
399,1,it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself
400,1,I have had Alexa since the beginning.  I accidentally spilled water on her and have replaced it with the 2nd generation.  I decided I couldn't be without an Echo.  Setup was easy and had it working within minutes.
401,1,"I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title."
402,1,I like the looks better than the original echo.  I moved my old echo to the basement family room. Nice sound.
403,1,The Echo is wonderful but I'm still learning how to use it. Music requests are somewhat limited.
404,1,"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music."
405,1,Love it
406,1,awesome.understands my kids
407,1,We were pleasantly surprised at the sound quality and the many features. How nice to easily hear a particular artist or hear our books just by a simple command. Looking forward to exploring other options with this device.
408,1,Met and exceeded my expectations. Easy set up and is really quick in responses.
409,1,"I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music."
410,1,"i have not found a way to access my echo thorough my prime account.  I think it should be part of the top line with video, music, etc.  I also think the setup app where i define, for example music i like, is not well integrated into echo.  I have tried to ask for my playlist and echo is not sure even though i set up play list in my settings.  I also do not like the fact that my words have to be exact match of my playlist names, which i can never remember.I like the ready nature of echo to respond to most any queries."
411,1,This is great item and just added audible books which makes it even better. Thank you!
412,1,"During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my ""smart"" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!"
413,1,Versatile and fun !!!
414,1,Works great! Killer speaker! My wife and son love it.
415,1,We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.
416,1,so far love it working on getting more things set up love the grocery list app
417,1,"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?"
418,1,Easy to set up.
419,1,I like the product except that the speakers are not the high quality I expected
420,1,A great investment. Alexa has helped me out and made me laugh.
421,1,Yet another Exho for our home and love them all!!!
422,1,"I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call."
423,1,Good Value
424,1,Super easy set up and am loving our new Echo!
425,1,Whats not to like about this speaker.  Just ask Alexa
426,1,BEST father's day gift. Dad joked to my mom that Alexa will be the one listening to all of his (repeated) stories going forward.
427,1,Great addition to our breakfast room kitchen.  Tunes and information instantly available.  Slowly learning more features.
428,1,Sound quality
429,1,Entertainment
430,1,Very good quality
431,1,Works great sounds great does not miss a beat wish it had a battery for better portability
432,1,Loved it till someone stoled it. Can't afford to replace it yet but I am going too.
433,1,Alexa rocks
434,1,"Got this as a gift and love it. I never would have bought one for myself, but now that I have it.... Allows me to play music on it from my amozon prime music ; that's worth it in and of itself.  Also, gives new's briefs and tells jokes."
435,1, 
436,1,"My mom bought a few Echo Dots and repeated ask me to take one of hers because it was so great. I told her “no” for two days. When she made me take it, 6 hours later I could not live my life without it!  It’s that amazing, so now we have four large speakers and only the small Echo Dot, that I will be returning to her. I say if you’re going to order an Alexa speaker, go big and get the Echo, otherwise tou’ll Be returning the two Echo Dots you couldn’t live without."
437,1,Love it!! Great product!!!
438,1,Easy set up very user friendly
439,1,I don't think the &#34;2nd gen&#34; sounds as good as the 1st.  But it does have an aux out... so you could add an external speaker.  But if you are going to do that why wouldn't you just get a dot?  2nd issue is (which isn't unique to this unit but I don't understand why I can't override the default that prevents you from playing a blue tooth speaker while playing through a &#34;group&#34;.  I get there is a delay when using a BT speaker.  But if the other units are not where they can be heard then I should be able to play as a group while using the BT speaker.
440,1,Everything
441,1,I like the interaction of asking questions. I don’t like that I can’t ask her to setup schedule of off and on of connected lamp.
442,1,Supberb sound! Definitely worth the extra money if you listen to lots of music.
443,1,I really love my amazon echo. I think the sound quality is great and we have a lot of fun with it. It is really handy for music and to get updates on the weather and sports!
444,1,Love it!  So do the grandkids!!
445,1,"So far it has worked well. Not always intuitive as to how to link different devices, or ""skills"", but getting the hang of it."
446,1,Works as advertised
447,1,I love it!
448,1,"Love my new addition to the house! Speaker quality is great and over all we love our Alexa. My only two ( not complaints, more suggestions for the future series) would be better communication ability. Example: For our smart lights in the house. Unless we specify kitchen Light 1 or kitchen Light 2 prior to the command she either won’t respond or says she doesn’t recognize. It may be me, but I want my Alexa to respond when I say thank you afterwards. I have to repeat Alexa thank you and there are times she won’t respond to me, but will my husband. I know it sounds odd. We laugh about it, but maybe it’s a Southern thing but I want my Alexa to have manners too."
449,1,"Like everything about it. The music, the trivia games, the weather."
450,1,As described and received on time.  Do not like automatic enrolment into music.
451,1,A great device
452,1,I owned an echo for overa year but the new lacks the easy way to increase or decrease volume without telling it to increase or decrease volume which is hard to do for my wife since English is her second language she was born in korea. But the sound from the echo is superb. So we’ll keep it..
453,1,Love this!  Have it in the kitchen and works well!
454,1,Very nice!  I'm impressed - wish she had more to say though.
455,1,Love the product. Nice to have easy access to so much info!!!
456,1,We are still discovering all that the Echo can do.
457,1,Amazing paroduct
458,1,Good hearing range and sound quality. It was a bit complicated to set up and she doesn't quite understand me a lot even when I am speaking slowly and clearly but I love the flash briefing feature and interfacing with my abode home security system.
459,1,speaker sounds good
460,1,Absolutely love!!
461,1,The best part of this product is you can control the thermostat and lights for your house.  There isn’t anything I dislike.
462,1,We're thoroughly enjoying our Amazon Echo. Installation was easy using the Alexa app. I purchased 2 Kasa smart plugs to control our living room lights. Installation again was easy using the Kasa app. They sinqued right up with the Echo. We're enjoying playing music with the Echo and the sound quality is awesome. We've added a Kasa smart bulb for our kitchen. Setup was seamless. We're looking forward to adding more automation to our home.
463,1,Home entertainment
464,1,"Very cool product. Easy to setup, fun to use and sound quality is much better than I anticipated."
465,1,"Love these,  great sound... easy to connect and use..."
466,1,"Doesn't work with my fairly new smart TV, but that's mainly the TV manufacturers(LG) fault due to not supporting anything older than TVs from this year. My smart locks also need an additional piece of equipment in order to connect as well. Speakers sound great and works very well."
467,1,Great sound from a little speaker
468,1,We enjoy it
469,1, 
470,1,Cool
471,1,"Good quality, great sound quality"
472,1,Works perfectly
473,1,"Great product. Sometimes Alexa does not understand some commands for my Fire TV. All in all, this is a fabulous speaker."
474,1,Love my Echo great sound very smart!
475,1,Sure did !! Love it !!
476,1,plays great
477,1,Works absolutely great
478,1,Very amazing product. Great sound quality.
479,1,Best thing I've invested in in a while thank you so much 😁😁😁😁
480,1,"I am extremely impressed with this item. Bought it from the &#34;warehouse&#34; or &#34;outlet&#34; with a &#34;minor imperfection. Can't tell it even has one. works great. Didn't come in packaging, but it was sealed up and had no damage and wasn't missing anything. I like the sound quality, I see some knock it. It's not a BOSE but it's more than great for our family. Easy to use, minor learning curve as it learns your voice. It integrates seamlessly with my other amazon services.Can't wait to get for my classroom too! It's a lot of fun even just as a speaker, let alone what I plan to do with it."
481,1,"I love my Echo show!  and now i have this in my bedroom and it's wonderful!, music, info, sleeping sounds!"
482,1,"Awesome life changer! Seriously, I am able to start my morning with Alexa, by having her &#34;wake&#34;me up with  her alarm and then playing me some music. She has gotten used to my voice, that I can be in another room and she will &#34;listen&#34; to what I say. I love both my echos!!! Don't hesitate, get one and for the price, the speaker is unbelievable. I am buying the cordless holder, so I can take the echo anywhere. Love my purchase and love alexa!!!!"
483,1,I like everything about it !!!
484,1,Liked 100%
485,1,Never had ANY issue with buying use electronics as long as I get the GOOD or LIKE NEW. Just read the comment to see why it is used.
486,1,Our family really loves this new Echo
487,1,bought for my wife she loves it
488,1,Fun just got it today now my I pod will go in my car and I will use this is the house.
489,1,Like it to do more
490,1,"This is our third echo. Worth every penny. It's like having 3 household employees for a small flat rate. We keep them in the bedrooms and the living room. We can drop-in and use them as an intercom, listen to music, answer quick questions, alarms to wake up for school, etc."
491,1,Listen music and set timer
